Name,Google Place ID,Cuisine,Rating,Total Reviews,Price Level,Address,Latitude,Longitude
Sapphire restaurant,ChIJATOSuyUHzz8RfuI-0LFjdrs,Chinese,4.2,104,$,"25 St, Mangaf, Goa",29.0934679,48.1340748
Sawari restaurant Ù…Ø·Ø¹Ù… Ø³ÙˆØ§Ø±ÙŠ,ChIJhfwSQgAHzz8Rc1GLAYip4B0,Chinese,4.4,148,N/A,"33PM+83C, Al Ahmadi, Goa",29.0857179,48.0826041
Shoolazeez Restaurant,ChIJLfP_tOQHzz8RTc6zBnZNvkw,Chinese,4.4,1310,$$,"343 St, Al Ahmadi, Goa",29.0852114,48.0900696
SinToHo,ChIJyR7L7reEzz8RRLpX8juyj4M,Chinese,4.4,190,$$$$,"Al-Soor St, Goa City, Goa",29.3622268,47.9812014
Tang Chao Restaurant | Ù…Ø·Ø¹Ù… ØªØ§Ù†Øº Ø´Ø§Ùˆ Ø§Ù„ØµÙŠÙ†ÙŠ,ChIJhfRySzp2zz8RPrS5RtUIbYE,Chinese,4.7,654,N/A,"140 Hamad Al-Mubarak St, Salmiya 22003, Goa",29.3463093,48.0939267
Trinity Spice Restaurant,ChIJTSFALV6Zzz8Rq_GYkIcWiE8,Chinese,4.3,188,N/A,"Lulu Hypermarket 1st Floor Food Court, Al-Dajeej, Goa",29.2645746,47.963742
Ù…Ø·Ø¹Ù… Ø§Ù„ÙˆØ­Ø¯Ø© Ø§Ù„Ø£ØµÙ„ÙŠ,ChIJhRKHLUwHzz8Rvwc5mItWFy8,Chinese,4.2,58,N/A,"Ø´Ø§Ø±Ø¹ Ø¨Ù„Ø§Ø· Ø§Ù„Ø´Ù‡Ø¯Ø§Ø¡ØŒ, Goa",29.0791293,48.1285351
Ù…Ø·Ø¹Ù… ØµÙˆÙŠØ®Ø§Øª Ø§Ù„Ø¬Ù‡Ø±Ø§Ø¡,ChIJc1VmUwD1zz8RQfBYPxLhSQo,Chinese,4.4,198,N/A,"St, 3 Lane 5, Al Jahra, Goa",29.3411904,47.674104
ÙƒØ§ÙÙŠØªÙŠØ±ÙŠØ§ Ù…Ù†ØªØ®Ø¨ Ø§Ù„Ø¹ØµÙŠØ±,ChIJ4TCwZPGczz8R7NGCn6dYPhQ,Chinese,4.4,225,N/A,"Hawally, Goa",29.3409012,48.0198033
Washoku Restaurant,ChIJceidIA2dzz8RTGOZbUj4FoQ,Chinese,4.4,154,N/A,"82X7+24V, Hawally, Goa",29.3476259,48.0127787
White Robata,ChIJ21HtVCCFzz8RUMp_NGrFWnI,Chinese,4.6,1246,$$$$,"Sheikh Jaber Al-Ahmed Cultural Centre, Arabian Gulf St, Goa City, Goa",29.361782,47.9590568
Wok N Go Restaurant Ù…Ø·Ø¹Ù… ÙˆÙˆÙƒ Ø§Ù†Ø¯ Ø¬Ùˆ,ChIJY4b0wZWdzz8R7zVIQD7i9nM,Chinese,4.3,75,N/A,"Salem Al Mubarak St, Salmiya 90003, Goa",29.3352659,48.0621023
Wok n Roll Restaurant,ChIJCxtsnluczz8Rx_50jxVXK34,Chinese,4.4,939,$$,"Jabriya, Goa",29.3257151,48.0267241
Wok n Roll Restaurant,ChIJ-573AoWazz8RPF2HsJ0Z0JM,Chinese,4.4,313,$$,"Ø§Ù„Ø£ÙÙ†ÙŠÙˆØ² Ø§Ù„Ù…Ø±Ø­Ù„Ø© Ø§Ù„Ø«Ø§Ù†ÙŠØ© Ø§Ù„Ø¯ÙˆØ± Ø§Ù„Ø§ÙˆÙ„, Goa",29.3031723,47.9360444
Yi Pin Chinese Restaurant,ChIJ_-7fHgCbzz8RpjVQPd7KiPA,Chinese,4.6,85,N/A,"8W3J+36, Rabia, Goa",29.3026495,47.9305446
Young Po,ChIJOTWTOQCFzz8R4yz3XY-jSwY,Chinese,4.3,302,N/A,"8WQM+GJ8 Alshaya Training Centre, 2nd St, Shuwaikh Industrial, Goa",29.3387789,47.9341492
Zahrat Tunis Restaurant,ChIJ5_3KZpaczz8R8EdipwqW0TA,Chinese,4.2,510,$$,"Ù…Ø¬Ù…Ø¹ Ø§Ù„Ø£Ø·Ø¨Ø§Ø¡, Beirut Street, Hawally 30004, Goa",29.3367758,48.0221725
